Student,ID,SIS User ID,SIS Login ID,Root Account,Section,Student's Request for Authorization of Absence - Webcourses Quiz for Step 1 (7914767),Attendance - Final Exam Rebuttal 67% or more (7914860),Attendance (7965941),Prerequisite / Financial Aid Quiz (7914812),EC: W02-Video-Content-Quiz-Spring-2023 (7914857),EC: W03-Video-Content-Quiz-Spring-2023 (7914771),EC: W04-Video-Content-Quiz-Spring-2023 (7914852),EC: W05-Video-Content-Quiz-Spring-2023 (7914851),EC: W06-Video-Content-Quiz-Spring-2023 (7914760),EC Total to Ex1 (7914871),EC: W07-Video-Content-Quiz-Spring-2023 (7914849),EC: W09-Video-Content-Quiz (7914855),EC: W11-Video-Content-Quiz-Spring-2023 (7914772),EC: W12-Video-Content-Quiz-Spring-2023 (7914759),EC Total to Ex2 (7914872),EC: W13-Video-Content-Quiz-Spring-2023 (7914757),EC: W08-Video-Content-Quiz-Spring-2023 (7914821),EC Total to Final (7914873),FYI - not an assignment: Intel Overclocking video (7914875),Quiz 3 Raw Score without curve which is Not used for letter grade calculation - Requires Respondus LockDown Browser (7914754),Final Exam-s Raw Score without curve which is Not used for letter grade calculation - Requires Respondus LockDown Browser (7914775),EC: W14-Video-Content-Quiz-Spring-2023 (7970796),EC: W15-Video-Content-Quiz-Spring-2023 (7978678),Midterm Exam 1 Raw Score without curve which is Not used for letter grade calculation - Requires Respondus LockDown Browser (7914847),Midterm Exam 2-s Raw Score without curve which is Not used for letter grade calculation - Requires Respondus LockDown Browser (7914795),EC-Bonus-Project (7914868),Attendance - Quiz 1 rebuttal (7940848),Attendance - Midterm 1 rebuttal (7914861),Attendance - Quiz 2 rebuttal (7914863),Attendance - Midterm 2 Rebuttal (7914862),Attendance - Quiz 3 Rebuttal (7974489),Midterm Exam 1 + EC (7914876),Midterm Exam 2 + EC (7914877),Final-s+Video-EC+Lab-EC (7914874),Quiz 1- Requires Respondus LockDown Browser (7914782),Quiz 2 - Requires Respondus LockDown Browser (7934760),Quiz 3 with Curve (7914884),Project #1 Score (7914880),Collaborative Activity #1 Score (7914864),Project #2 Score (7914881),Collaborative Activity #2 Score (7914865),Project 3 (7914882),Assignments Current Score,Assignments Unposted Current Score,Assignments Final Score,Assignments Unposted Final Score,Assignment Reminders Current Score,Assignment Reminders Unposted Current Score,Assignment Reminders Final Score,Assignment Reminders Unposted Final Score,Extra Credit Current Score,Extra Credit Unposted Current Score,Extra Credit Final Score,Extra Credit Unposted Final Score,Imported Assignments Current Score,Imported Assignments Unposted Current Score,Imported Assignments Final Score,Imported Assignments Unposted Final Score,Component Scores (instead weighted in corresponding category after EC added) Current Score,Component Scores (instead weighted in corresponding category after EC added) Unposted Current Score,Component Scores (instead weighted in corresponding category after EC added) Final Score,Component Scores (instead weighted in corresponding category after EC added) Unposted Final Score,(Midterm Exam 1)+EC Category Current Score,(Midterm Exam 1)+EC Category Unposted Current Score,(Midterm Exam 1)+EC Category Final Score,(Midterm Exam 1)+EC Category Unposted Final Score,(Midterm Exam 2)+EC Category Current Score,(Midterm Exam 2)+EC Category Unposted Current Score,(Midterm Exam 2)+EC Category Final Score,(Midterm Exam 2)+EC Category Unposted Final Score,(Final Exam)+EC Category Current Score,(Final Exam)+EC Category Unposted Current Score,(Final Exam)+EC Category Final Score,(Final Exam)+EC Category Unposted Final Score,Quiz1-Category Current Score,Quiz1-Category Unposted Current Score,Quiz1-Category Final Score,Quiz1-Category Unposted Final Score,Quiz2-Category Current Score,Quiz2-Category Unposted Current Score,Quiz2-Category Final Score,Quiz2-Category Unposted Final Score,Quiz3-Category Current Score,Quiz3-Category Unposted Current Score,Quiz3-Category Final Score,Quiz3-Category Unposted Final Score,Project 1 Materials Overall Category Current Score,Project 1 Materials Overall Category Unposted Current Score,Project 1 Materials Overall Category Final Score,Project 1 Materials Overall Category Unposted Final Score,Project 1 Collaborative Category Current Score,Project 1 Collaborative Category Unposted Current Score,Project 1 Collaborative Category Final Score,Project 1 Collaborative Category Unposted Final Score,Project 2 Materials Overall Category Current Score,Project 2 Materials Overall Category Unposted Current Score,Project 2 Materials Overall Category Final Score,Project 2 Materials Overall Category Unposted Final Score,Project 2 Collaborative Activity Category Current Score,Project 2 Collaborative Activity Category Unposted Current Score,Project 2 Collaborative Activity Category Final Score,Project 2 Collaborative Activity Category Unposted Final Score,Project 3 Materials Overall Category Current Score,Project 3 Materials Overall Category Unposted Current Score,Project 3 Materials Overall Category Final Score,Project 3 Materials Overall Category Unposted Final Score,Migrated Quizzes Current Score,Migrated Quizzes Unposted Current Score,Migrated Quizzes Final Score,Migrated Quizzes Unposted Final Score,Current Score,Unposted Current Score,Final Score,Unposted Final Score,Current Grade,Unposted Current Grade,Final Grade,Unposted Final Grade
22,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,90,100,7,0.5,0,1,1,0,2.5,0,1,1,0,4,0,2,11,,11.67,53.1,1,0,64.34,57.6,10,100,100,50,100,100,74.83,70.6,64.1,19.33,19,14.67,92.92,150,87.54,150,99.7,95,95,95,95,,,,,67.5,67.5,67.5,67.5,51.79,51.79,51.79,51.79,81.96,81.96,81.96,81.96,74.83,74.83,74.83,74.83,70.6,70.6,70.6,70.6,64.1,64.1,64.1,64.1,77.33,77.33,77.33,77.33,76,76,76,76,58.68,58.68,58.68,58.68,92.92,92.92,92.92,92.92,150,150,150,150,87.54,87.54,87.54,87.54,150,150,150,150,99.7,99.7,99.7,99.7,,,,,78.12,78.12,78.12,78.12,B,B,B,B
23,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,90,100,3,0,0,1,0,0,1,0,1,0,0,3,0,2,11,,14.4,37.85,0,1,58.5,59.26,10,100,100,50,100,100,67.5,71.27,48.85,11.83,22.5,18.9,89.62,62.5,85.19,100,100.6,95,95,95,95,,,,,35,35,35,35,41.93,41.93,41.93,41.93,81.37,81.37,81.37,81.37,67.5,67.5,67.5,67.5,71.27,71.27,71.27,71.27,48.85,48.85,48.85,48.85,47.33,47.33,47.33,47.33,90,90,90,90,75.6,75.6,75.6,75.6,89.62,89.62,89.62,89.62,62.5,62.5,62.5,62.5,85.19,85.19,85.19,85.19,100,100,100,100,100.6,100.6,100.6,100.6,,,,,70.7,70.7,70.7,70.7,C,C,C,C
24,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,70.83,0,6,0.5,0,1,0,1,3.5,0,1,0,0,1,0,0,0,,15.93,50.83,0,0,88.67,82.27,0,79.17,100,75,100,0,100.17,92.27,50.83,25,24,18.93,97.4,150,67.48,150,10,35.42,35.42,35.42,35.42,,,,,47.5,47.5,47.5,47.5,52.57,52.57,52.57,52.57,73.96,73.96,73.96,73.96,100.17,100.17,100.17,100.17,92.27,92.27,92.27,92.27,50.83,50.83,50.83,50.83,100,100,100,100,96,96,96,96,75.72,75.72,75.72,75.72,97.4,97.4,97.4,97.4,150,150,150,150,67.48,67.48,67.48,67.48,150,150,150,150,10,10,10,10,,,,,80.48,80.48,80.48,80.48,B+,B+,B+,B+
25,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,51.39,77.78,5,0,1,0,0,0,1,0,0,1,1,1,0,0,12,,15.87,75.29,1,0,61.66,55.94,10,79.17,50,0,50,50,70.67,65.93,87.3,24,15.5,18.87,94.87,100,77.84,100,92,64.58,64.58,64.58,64.58,,,,,40,40,40,40,72.56,72.56,72.56,72.56,50.25,50.25,50.25,50.25,70.67,70.67,70.67,70.67,65.93,65.93,65.93,65.93,87.3,87.3,87.3,87.3,96,96,96,96,62,62,62,62,75.48,75.48,75.48,75.48,94.87,94.87,94.87,94.87,100,100,100,100,77.84,77.84,77.84,77.84,100,100,100,100,92,92,92,92,,,,,78.98,78.98,78.98,78.98,B,B,B,B
26,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,47.78,55.56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,20,49.46,0,0,46.87,39.27,8,33.33,50,50,50,0,54.7,48.27,57.47,15.8,21,23,75.81,0,77.88,62.5,99.4,51.67,51.67,51.67,51.67,,,,,30,30,30,30,54.69,54.69,54.69,54.69,39.08,39.08,39.08,39.08,54.7,54.7,54.7,54.7,48.27,48.27,48.27,48.27,57.47,57.47,57.47,57.47,63.2,63.2,63.2,63.2,84,84,84,84,92,92,92,92,75.81,75.81,75.81,75.81,0,0,0,0,77.88,77.88,77.88,77.88,62.5,62.5,62.5,62.5,99.4,99.4,99.4,99.4,,,,,63.01,63.01,63.01,63.01,C,C,C,C
27,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,77.22,11.11,7,0.5,1,1,0,0,2.5,1,1,1,1,5,0,2,11,,17.87,79,0,0,90,95.67,10,100,100,100,75,25,100.5,109.67,90,22.17,19,20.87,92.7,200,69.12,125,68.6,44.17,44.17,44.17,44.17,,,,,77.5,77.5,77.5,77.5,76.27,76.27,76.27,76.27,83.9,83.9,83.9,83.9,100.5,100.5,100.5,100.5,109.67,109.67,109.67,109.67,90,90,90,90,88.67,88.67,88.67,88.67,76,76,76,76,83.48,83.48,83.48,83.48,92.7,92.7,92.7,92.7,200,200,200,200,69.12,69.12,69.12,69.12,125,125,125,125,68.6,68.6,68.6,68.6,,,,,95.07,95.07,95.07,95.07,A,A,A,A
28,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,100,100,6,0,0,1,0,1,3,1,1.35,0.33,1,4.68,1,2,13,,21.4,92,0,1,87,69.67,10,100,100,100,100,100,98,83.3,105,24.17,23,24.4,95.42,100,97,62.5,98.1,100,100,100,100,,,,,73.42,73.42,73.42,73.42,90.08,90.08,90.08,90.08,93.9,93.9,93.9,93.9,98,98,98,98,83.3,83.3,83.3,83.3,105,105,105,105,96.68,96.68,96.68,96.68,92,92,92,92,97.6,97.6,97.6,97.6,95.42,95.42,95.42,95.42,100,100,100,100,97,97,97,97,62.5,62.5,62.5,62.5,98.1,98.1,98.1,98.1,,,,,95.16,95.16,95.16,95.16,A,A,A,A
29,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,100,100,5,1,1,1,1,1,5,0,1,1,1,3,1,1,14,,18.2,47.42,1,1,73.17,62.34,10,100,100,100,100,100,86.17,74.33,61.42,17.17,17.5,21.2,90.94,100,92.61,87.5,98.6,100,100,100,100,,,,,75,75,75,75,53.24,53.24,53.24,53.24,90.92,90.92,90.92,90.92,86.17,86.17,86.17,86.17,74.33,74.33,74.33,74.33,61.42,61.42,61.42,61.42,68.68,68.68,68.68,68.68,70,70,70,70,84.8,84.8,84.8,84.8,90.94,90.94,90.94,90.94,100,100,100,100,92.61,92.61,92.61,92.61,87.5,87.5,87.5,87.5,98.6,98.6,98.6,98.6,,,,,79.06,79.06,79.06,79.06,B,B,B,B
30,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,44.17,66.67,6,1,1,1,1,1,5,0,0,0,0,0,0,0,0,,23,89,0,0,83,92.8,0,87.5,16.67,0,50,100,96,101.8,89,25,27,26,98,150,97.41,137.5,100.6,55.42,55.42,55.42,55.42,,,,,55,55,55,55,88.19,88.19,88.19,88.19,60.56,60.56,60.56,60.56,96,96,96,96,101.8,101.8,101.8,101.8,89,89,89,89,100,100,100,100,108,108,108,108,104,104,104,104,98,98,98,98,150,150,150,150,97.41,97.41,97.41,97.41,137.5,137.5,137.5,137.5,100.6,100.6,100.6,100.6,,,,,99.43,99.43,99.43,99.43,A,A,A,A
31,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,90,100,6,1,1,0,0,1,3,1,0,1,0,3,0,1,12,,10.07,53.83,1,1,79.33,42.33,10,100,100,75,75,100,90.33,61.83,65.83,21.67,18,13.07,90.46,150,95.22,75,100.6,95,95,95,95,,,,,60,60,60,60,51.89,51.89,51.89,51.89,81.92,81.92,81.92,81.92,90.33,90.33,90.33,90.33,61.83,61.83,61.83,61.83,65.83,65.83,65.83,65.83,86.68,86.68,86.68,86.68,72,72,72,72,52.28,52.28,52.28,52.28,90.46,90.46,90.46,90.46,150,150,150,150,95.22,95.22,95.22,95.22,75,75,75,75,100.6,100.6,100.6,100.6,,,,,78.69,78.69,78.69,78.69,B,B,B,B
32,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,84.45,55.56,4,1,1,0,0,0,2,1,0.2,0.33,0,3.53,0,2,11,,21,71.83,1,0,79,84.33,10,100,66.67,100,100,100,89,102.86,82.83,19.33,24,24,93.66,87.5,68.17,150,68.6,70,70,70,70,,,,,47.67,47.67,47.67,47.67,73.88,73.88,73.88,73.88,90.14,90.14,90.14,90.14,89,89,89,89,102.86,102.86,102.86,102.86,82.83,82.83,82.83,82.83,77.33,77.33,77.33,77.33,96,96,96,96,96,96,96,96,93.66,93.66,93.66,93.66,87.5,87.5,87.5,87.5,68.17,68.17,68.17,68.17,150,150,150,150,68.6,68.6,68.6,68.6,,,,,89.28,89.28,89.28,89.28,A,A,A,A
33,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,90.56,77.78,7,1,1,0,0.5,1,3.5,1,0,0,0,2,0,1,10,,19.67,81.33,0,0,84.33,78.27,10,100,100,100,75,50,95.83,89.27,91.33,22.17,22,22.67,92.16,150,95.96,175,100.6,84.17,84.17,84.17,84.17,,,,,62.5,62.5,62.5,62.5,79.53,79.53,79.53,79.53,84.17,84.17,84.17,84.17,95.83,95.83,95.83,95.83,89.27,89.27,89.27,89.27,91.33,91.33,91.33,91.33,88.67,88.67,88.67,88.67,88,88,88,88,90.68,90.68,90.68,90.68,92.16,92.16,92.16,92.16,150,150,150,150,95.96,95.96,95.96,95.96,175,175,175,175,100.6,100.6,100.6,100.6,,,,,95.36,95.36,95.36,95.36,A,A,A,A
34,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,81.67,66.67,5,1,1,0,0,0,2,0,1.5,0,0,1.5,0,0,10,,16,42.17,0,0,76.33,60.13,10,100,66.67,75,100,100,86.33,70.63,52.17,18.67,23.5,19,91.62,150,91.79,87.5,95.3,74.17,74.17,74.17,74.17,,,,,42.5,42.5,42.5,42.5,45.8,45.8,45.8,45.8,82.84,82.84,82.84,82.84,86.33,86.33,86.33,86.33,70.63,70.63,70.63,70.63,52.17,52.17,52.17,52.17,74.68,74.68,74.68,74.68,94,94,94,94,76,76,76,76,91.62,91.62,91.62,91.62,150,150,150,150,91.79,91.79,91.79,91.79,87.5,87.5,87.5,87.5,95.3,95.3,95.3,95.3,,,,,78.32,78.32,78.32,78.32,B,B,B,B
35,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,95,100,7,1,1,1,1,1,5,0,1.25,1,1,4.25,1,2,14,,22.6,63.67,1,1,85.5,68.4,10,100,100,100,75,100,98.5,81.65,77.67,24.5,24.5,25.6,95.25,87.5,96.04,100,98.6,97.5,97.5,97.5,97.5,,,,,91.25,91.25,91.25,91.25,69.5,69.5,69.5,69.5,89.99,89.99,89.99,89.99,98.5,98.5,98.5,98.5,81.65,81.65,81.65,81.65,77.67,77.67,77.67,77.67,98,98,98,98,98,98,98,98,102.4,102.4,102.4,102.4,95.25,95.25,95.25,95.25,87.5,87.5,87.5,87.5,96.04,96.04,96.04,96.04,100,100,100,100,98.6,98.6,98.6,98.6,,,,,90.53,90.53,90.53,90.53,A,A,A,A
36,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,74.45,55.56,7,0,0,0,0,0,0,0,0.6,1,0,1.6,0,0,8,,6.67,38,1,1,78.9,69.5,6,100,66.67,50,100,0,86.9,80.1,46,22.67,20,9.67,92.82,200,89.35,150,97.1,65,65,65,65,,,,,43,43,43,43,36.75,36.75,36.75,36.75,66.35,66.35,66.35,66.35,86.9,86.9,86.9,86.9,80.1,80.1,80.1,80.1,46,46,46,46,90.67,90.67,90.67,90.67,80,80,80,80,38.68,38.68,38.68,38.68,92.82,92.82,92.82,92.82,200,200,200,200,89.35,89.35,89.35,89.35,150,150,150,150,97.1,97.1,97.1,97.1,,,,,79.62,79.62,79.62,79.62,B,B,B,B
37,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,100,100,7,1,1,0,0,0,2,0,2,1,0,5,1,2,1,,21,63.67,0,0,88.33,85.47,0,100,100,100,100,100,98.33,104.67,64.67,23,22,24,97.5,200,97.08,287.5,100.6,100,100,100,100,,,,,75,75,75,75,66.67,66.67,66.67,66.67,94.9,94.9,94.9,94.9,98.33,98.33,98.33,98.33,104.67,104.67,104.67,104.67,64.67,64.67,64.67,64.67,92,92,92,92,88,88,88,88,96,96,96,96,97.5,97.5,97.5,97.5,200,200,200,200,97.08,97.08,97.08,97.08,287.5,287.5,287.5,287.5,100.6,100.6,100.6,100.6,,,,,97.75,97.75,97.75,97.75,A,A,A,A
38,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,100,100,6,1,1,0,0,0,2,0,0.5,0,0,2.5,1,2,12,,16.27,47.67,1,0,53.67,59.46,10,100,100,100,100,100,63.67,70.97,59.67,18.17,24,19.27,91.96,87.5,89.72,87.5,98.5,100,100,100,100,,,,,57.5,57.5,57.5,57.5,51.13,51.13,51.13,51.13,87.76,87.76,87.76,87.76,63.67,63.67,63.67,63.67,70.97,70.97,70.97,70.97,59.67,59.67,59.67,59.67,72.67,72.67,72.67,72.67,96,96,96,96,77.08,77.08,77.08,77.08,91.96,91.96,91.96,91.96,87.5,87.5,87.5,87.5,89.72,89.72,89.72,89.72,87.5,87.5,87.5,87.5,98.5,98.5,98.5,98.5,,,,,74.26,74.26,74.26,74.26,C+,C+,C+,C+
39,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,79.72,77.78,6,0.5,0,1,0,1,2.5,0,1.5,0.33,1,3.83,1,2,13,,13.67,49.67,0,1,90.67,78.01,10,79.17,66.67,100,75,100,101.17,90.83,62.67,23,20,16.67,92.31,137.5,95.86,137.5,100.6,78.75,78.75,78.75,78.75,,,,,71.67,71.67,71.67,71.67,50.66,50.66,50.66,50.66,84.44,84.44,84.44,84.44,101.17,101.17,101.17,101.17,90.83,90.83,90.83,90.83,62.67,62.67,62.67,62.67,92,92,92,92,80,80,80,80,66.68,66.68,66.68,66.68,92.31,92.31,92.31,92.31,137.5,137.5,137.5,137.5,95.86,95.86,95.86,95.86,137.5,137.5,137.5,137.5,100.6,100.6,100.6,100.6,,,,,88.58,88.58,88.58,88.58,A,A,A,A
40,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,76.39,77.78,5,0,1,1,0,0,2,0,0.6,0,0,1.6,1,1,13,,6.67,36,1,1,59.67,48.43,10,54.17,100,50,100,100,69.67,67.53,49,15,12,9.67,93.02,37.5,88.79,87.5,90.3,77.08,77.08,77.08,77.08,,,,,48,48,48,48,35.17,35.17,35.17,35.17,73.56,73.56,73.56,73.56,69.67,69.67,69.67,69.67,67.53,67.53,67.53,67.53,49,49,49,49,60,60,60,60,48,48,48,48,38.68,38.68,38.68,38.68,93.02,93.02,93.02,93.02,37.5,37.5,37.5,37.5,88.79,88.79,88.79,88.79,87.5,87.5,87.5,87.5,90.3,90.3,90.3,90.3,,,,,66.12,66.12,66.12,66.12,C,C,C,C
41,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,88.89,77.78,4,0,0,1,0,0,1,1,1.75,1,0,5.75,0,2,11,,9.07,70.67,1,0,74.17,62.5,10,91.67,100,100,75,50,83.17,77.24,81.67,24,20.5,12.07,97.7,100,86.94,150,100.6,83.33,83.33,83.33,83.33,,,,,53.75,53.75,53.75,53.75,63.57,63.57,63.57,63.57,79.34,79.34,79.34,79.34,83.17,83.17,83.17,83.17,77.24,77.24,77.24,77.24,81.67,81.67,81.67,81.67,96,96,96,96,82,82,82,82,48.28,48.28,48.28,48.28,97.7,97.7,97.7,97.7,100,100,100,100,86.94,86.94,86.94,86.94,150,150,150,150,100.6,100.6,100.6,100.6,,,,,84.7,84.7,84.7,84.7,A,A,A,A
42,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,92.5,100,4,0.5,1,0,0,0,1.5,0,0,1,0,3,0,2,11,,14.4,63,1,0,84,71.93,10,87.5,100,75,100,100,93.5,83.93,74,19,23.5,17.4,94.96,150,90.02,137.5,100.6,96.25,96.25,96.25,96.25,,,,,42.5,42.5,42.5,42.5,61.73,61.73,61.73,61.73,88.51,88.51,88.51,88.51,93.5,93.5,93.5,93.5,83.93,83.93,83.93,83.93,74,74,74,74,76,76,76,76,94,94,94,94,69.6,69.6,69.6,69.6,94.96,94.96,94.96,94.96,150,150,150,150,90.02,90.02,90.02,90.02,137.5,137.5,137.5,137.5,100.6,100.6,100.6,100.6,,,,,88.01,88.01,88.01,88.01,A,A,A,A
43,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,71.95,55.56,6,0,0,0,0,1,1,1,0,0,0,1,0,0,10,,13.67,37.67,0,0,59.17,58.07,10,62.5,66.67,100,75,75,68.17,68.07,47.67,22.17,20.5,17.67,84.31,100,73.88,87.5,82.2,63.75,63.75,63.75,63.75,,,,,40,40,40,40,40.42,40.42,40.42,40.42,71.33,71.33,71.33,71.33,68.17,68.17,68.17,68.17,68.07,68.07,68.07,68.07,47.67,47.67,47.67,47.67,88.67,88.67,88.67,88.67,82,82,82,82,70.68,70.68,70.68,70.68,84.31,84.31,84.31,84.31,100,100,100,100,73.88,73.88,73.88,73.88,87.5,87.5,87.5,87.5,82.2,82.2,82.2,82.2,,,,,69.43,69.43,69.43,69.43,C,C,C,C
44,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,100,100,4,1,1,0,1,1,4,0,1,1,1,4,1,2,14,,16,40.84,1,1,78.9,57.6,10,100,100,100,100,100,90.9,76.6,54.83,19.3,22.5,19,96.94,150,93.91,237.5,100.6,100,100,100,100,,,,,70,70,70,70,46.33,46.33,46.33,46.33,91.06,91.06,91.06,91.06,90.9,90.9,90.9,90.9,76.6,76.6,76.6,76.6,54.83,54.83,54.83,54.83,77.2,77.2,77.2,77.2,90,90,90,90,76,76,76,76,96.94,96.94,96.94,96.94,150,150,150,150,93.91,93.91,93.91,93.91,237.5,237.5,237.5,237.5,100.6,100.6,100.6,100.6,,,,,84.78,84.78,84.78,84.78,A,A,A,A
45,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,100,31.94,22.22,6,0.5,0,0,0,0,0.5,0,1.75,0,0,3.75,0,2,10,,18.47,86.33,0,0,77.67,78.17,10,37.5,0,50,50,50,86.17,90.92,96.33,24.5,21,21.47,90.7,150,97.55,87.5,94.6,27.08,27.08,27.08,77.08,,,,,51.25,51.25,51.25,51.25,82.52,82.52,82.52,82.52,49.77,49.77,49.77,49.77,86.17,86.17,86.17,86.17,90.92,90.92,90.92,90.92,96.33,96.33,96.33,96.33,98,98,98,98,84,84,84,84,85.88,85.88,85.88,85.88,90.7,90.7,90.7,90.7,150,150,150,150,97.55,97.55,97.55,97.55,87.5,87.5,87.5,87.5,94.6,94.6,94.6,94.6,,,,,92.63,92.63,92.63,92.63,A,A,A,A
46,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,5,0,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,8.87,47.75,0,0,56.17,43.6,10,25,0,0,0,0,64.17,52.6,57.75,19.33,19,11.87,95.94,150,77.41,0,80,2.5,2.5,2.5,2.5,,,,,28.33,28.33,28.33,28.33,44.58,44.58,44.58,44.58,18.98,18.98,18.98,18.98,64.17,64.17,64.17,64.17,52.6,52.6,52.6,52.6,57.75,57.75,57.75,57.75,77.33,77.33,77.33,77.33,76,76,76,76,47.48,47.48,47.48,47.48,95.94,95.94,95.94,95.94,150,150,150,150,77.41,77.41,77.41,77.41,0,0,0,0,80,80,80,80,,,,,65.68,65.68,65.68,65.68,C,C,C,C
47,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,94.44,88.89,6,1,1,0,0,1,3,0,1,1,0,4,0,2,7,,15.5,51.83,1,0,61.17,65.27,6,100,83.33,100,100,100,72.17,78.27,58.83,24,22,18.5,93.96,87.5,89.17,87.5,88.1,91.66,91.66,91.66,91.66,,,,,65,65,65,65,53.81,53.81,53.81,53.81,86.73,86.73,86.73,86.73,72.17,72.17,72.17,72.17,78.27,78.27,78.27,78.27,58.83,58.83,58.83,58.83,96,96,96,96,88,88,88,88,74,74,74,74,93.96,93.96,93.96,93.96,87.5,87.5,87.5,87.5,89.17,89.17,89.17,89.17,87.5,87.5,87.5,87.5,88.1,88.1,88.1,88.1,,,,,77.24,77.24,77.24,77.24,B-,B-,B-,B-
48,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,31.11,55.56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,11,45.5,0,0,85.67,57.33,10,50,0,0,50,100,93.67,74.33,55.5,21,22.5,15,93.94,100,93.11,137.5,100.6,43.33,43.33,43.33,43.33,,,,,30,30,30,30,44.49,44.49,44.49,44.49,49.72,49.72,49.72,49.72,93.67,93.67,93.67,93.67,74.33,74.33,74.33,74.33,55.5,55.5,55.5,55.5,84,84,84,84,90,90,90,90,60,60,60,60,93.94,93.94,93.94,93.94,100,100,100,100,93.11,93.11,93.11,93.11,137.5,137.5,137.5,137.5,100.6,100.6,100.6,100.6,,,,,81.29,81.29,81.29,81.29,B+,B+,B+,B+
49,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,87.78,55.56,6,1,1,0,1,0,3,0,2,1,0,5,1,2,1,,19.07,57,0,0,65.73,82.74,0,100,83.33,100,100,100,76.73,96.73,58,21.83,17.5,22.07,90.42,150,94.5,175,99.7,71.67,71.67,71.67,71.67,,,,,75,75,75,75,59.9,59.9,59.9,59.9,88.99,88.99,88.99,88.99,76.73,76.73,76.73,76.73,96.73,96.73,96.73,96.73,58,58,58,58,87.32,87.32,87.32,87.32,70,70,70,70,88.28,88.28,88.28,88.28,90.42,90.42,90.42,90.42,150,150,150,150,94.5,94.5,94.5,94.5,175,175,175,175,99.7,99.7,99.7,99.7,,,,,85,85,85,85,A,A,A,A
50,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,35.83,0,6.67,0,1,0,1,0,2,0,0,0,0,0,0,0,0,,4,35.17,0,0,74,65.17,0,62.5,66.67,50,0,0,84,74.17,35.17,13.33,18.5,7,94,87.5,94.81,125,100,17.92,17.92,17.92,17.92,,,,,43.33,43.33,43.33,43.33,30.84,30.84,30.84,30.84,44.84,44.84,44.84,44.84,84,84,84,84,74.17,74.17,74.17,74.17,35.17,35.17,35.17,35.17,53.33,53.33,53.33,53.33,74,74,74,74,28,28,28,28,94,94,94,94,87.5,87.5,87.5,87.5,94.81,94.81,94.81,94.81,125,125,125,125,100,100,100,100,,,,,70.9,70.9,70.9,70.9,C,C,C,C
51,,,,webcourses.ucf.edu,EEL3801C-23Spring 0M01,,24.44,22.22,7,1,0,0,0,0,1,0,0,0,0,0,1,0,11,,21.47,79.83,0,0,87,76.47,10,66.67,33.33,0,0,50,96,85.47,90.83,22.83,23.5,24.47,92.01,100,92.77,100,95.8,23.33,23.33,23.33,23.33,,,,,45,45,45,45,79.76,79.76,79.76,79.76,45.56,45.56,45.56,45.56,96,96,96,96,85.47,85.47,85.47,85.47,90.83,90.83,90.83,90.83,91.32,91.32,91.32,91.32,94,94,94,94,97.88,97.88,97.88,97.88,92.01,92.01,92.01,92.01,100,100,100,100,92.77,92.77,92.77,92.77,100,100,100,100,95.8,95.8,95.8,95.8,,,,,92.26,92.26,92.26,92.26,A,A,A,A
